Timestep,pv,Last,k
94,0,0.443033404574563,-0.443033404574563
95,0,0.374320531939261,-0.374320531939261
96,0,0.169338754367486,-0.169338754367486
97,0,0.125181064045496,-0.125181064045496
98,0,0.112722877191613,-0.112722877191613
99,0,0.123639565286251,-0.123639565286251
100,0,0.133210777647222,-0.133210777647222
101,0,0.114528915215157,-0.114528915215157
102,0,0.140654052456962,-0.140654052456962
103,0,1.51114981089227,-1.51114981089227
104,0,1.23564920368582,-1.23564920368582
105,0.005555555555556,1.60130828510838,-1.59575272955282
106,0.019444444444444,0.113488758094725,-0.094044313650281
107,0.038888888888889,0.121899914431968,-0.083011025543079
108,0.041666666666667,0.13330645661447,-0.091639789947803
109,0.027777777777778,0.120871642827609,-0.093093865049831
110,0.019444444444444,0.116984696576662,-0.097540252132218
111,0.013888888888889,0.152504664457598,-0.138615775568709
112,0.002777777777778,0.280171733484338,-0.27739395570656
113,0,0.717122982483805,-0.717122982483805
114,0,2.08682111848981,-2.08682111848981
115,0,1.23382013800704,-1.23382013800704
116,0,0.492084675770415,-0.492084675770415
117,0,1.91014318544094,-1.91014318544094
118,0,2.22666039262797,-2.22666039262797
119,0,0.806840229095318,-0.806840229095318
120,0,0.204970649671226,-0.204970649671226
121,0,0.127475820212606,-0.127475820212606
122,0,0.12074332482769,-0.12074332482769
123,0,0.125285298939082,-0.125285298939082
124,0,0.13522201084671,-0.13522201084671
125,0,0.110316729845522,-0.110316729845522
126,0,0.136330229171644,-0.136330229171644
127,0,0.538643734552361,-0.538643734552361
128,0,2.03348309552285,-2.03348309552285
129,0.002777777777778,0.53170367369276,-0.528925895914982
130,0.011111111111111,1.70718196627436,-1.69607085516325
131,0.019444444444444,1.77532062907448,-1.75587618463004
132,0.025,3.29176097814862,-3.26676097814862
133,0.030555555555556,1.33044756309449,-1.29989200753893
134,0.027777777777778,0.608015100387158,-0.58023732260938
135,0.016666666666667,2.05427440183793,-2.03760773517126
136,0.002777777777778,1.91068647555831,-1.90790869778053
137,0,0.64631233954453,-0.64631233954453
138,0,1.57408289242338,-1.57408289242338
139,0,2.16523727600361,-2.16523727600361
140,0,1.82813119496697,-1.82813119496697
141,0,0.830346061844598,-0.830346061844598
142,0,0.955890285340203,-0.955890285340203
143,0,0.355410873439536,-0.355410873439536
144,0,0.114542538658549,-0.114542538658549
145,0,0.137578857139162,-0.137578857139162
146,0,0.111934835577345,-0.111934835577345
147,0,0.132603335470123,-0.132603335470123
148,0,0.113757385301918,-0.113757385301918
149,0,0.128250525356588,-0.128250525356588
150,0,0.128008445455361,-0.128008445455361
151,0,0.117053242829173,-0.117053242829173
152,0,0.724661018138386,-0.724661018138386
153,0.019444444444444,3.19949329939376,-3.18004885494932
154,0.097222222222222,1.37235539220784,-1.27513316998562
155,0.163888888888889,2.43084781048322,-2.26695892159433
156,0.177777777777778,3.03925236525975,-2.86147458748197
157,0.172222222222222,1.07768072278223,-0.905458500560008
158,0.152777777777778,0.534631086411892,-0.381853308634114
159,0.077777777777778,0.430302455656728,-0.35252467787895
160,0.011111111111111,0.447631494623805,-0.436520383512694
161,0,0.278341305157599,-0.278341305157599
162,0,0.452999610597332,-0.452999610597332
163,0,0.871918283534253,-0.871918283534253
164,0,1.68803276927484,-1.68803276927484
165,0,0.838965353052494,-0.838965353052494
166,0,0.772137407337965,-0.772137407337965
167,0,0.476539802620963,-0.476539802620963
168,0,0.120082847629095,-0.120082847629095
169,0,0.119107001597858,-0.119107001597858
170,0,0.127487647158735,-0.127487647158735
171,0,0.119795858527886,-0.119795858527886
172,0,0.124421265632004,-0.124421265632004
173,0,0.134804576982938,-0.134804576982938
174,0,0.115459942348419,-0.115459942348419
175,0,1.37782863501842,-1.37782863501842
176,0,1.51790962582984,-1.51790962582984
177,0.002777777777778,0.6617848323083,-0.659007054530522
178,0.011111111111111,1.26524535402786,-1.25413424291675
179,0.030555555555556,0.215849499116644,-0.185293943561088
180,0.044444444444444,0.115090727458231,-0.070646283013787
181,0.063888888888889,0.15100066622339,-0.087111777334501
182,0.025,0.160609531579033,-0.135609531579033
183,0.011111111111111,0.378770078039384,-0.367658966928273
184,0.002777777777778,0.498060819170257,-0.495283041392479
185,0,0.405405198490245,-0.405405198490245
186,0,1.81859110561239,-1.81859110561239
187,0,0.639678237262972,-0.639678237262972
188,0,1.34682488138802,-1.34682488138802
189,0,2.72918834487076,-2.72918834487076
190,0,0.780382851620797,-0.780382851620797
191,0,0.185879890148889,-0.185879890148889
192,0,0.123567313039387,-0.123567313039387
193,0,0.130925439351328,-0.130925439351328
194,0,0.113312815740138,-0.113312815740138
195,0,0.133042124305088,-0.133042124305088
196,0,0.122008588890722,-0.122008588890722
197,0,0.125906897790448,-0.125906897790448
198,0,0.133004883280081,-0.133004883280081
199,0,1.1838707449937,-1.1838707449937
200,0,2.15626262298124,-2.15626262298124
201,0,0.658886492355501,-0.658886492355501
202,0.008333333333333,0.259943815397106,-0.251610482063773
203,0.038888888888889,0.246788992810284,-0.207900103921395
204,0.063888888888889,0.211088412475035,-0.147199523586146
205,0.052777777777778,0.566523404018348,-0.51374562624057
206,0.052777777777778,0.351735579900094,-0.298957802122316
207,0.025,0.173795268719996,-0.148795268719996
208,0.005555555555556,0.145395913314508,-0.139840357758952
209,0,0.609776591717092,-0.609776591717092
210,0,3.57135463551454,-3.57135463551454
211,0,1.58721368497504,-1.58721368497504
212,0,1.62437140266577,-1.62437140266577
213,0,0.963926109487903,-0.963926109487903
214,0,1.39163868991428,-1.39163868991428
215,0,0.666900218350305,-0.666900218350305
216,0,0.13658088842829,-0.13658088842829
217,0,0.133237623072402,-0.133237623072402
218,0,0.113789833269698,-0.113789833269698
219,0,0.120949039887539,-0.120949039887539
220,0,0.1357184045596,-0.1357184045596
221,0,0.11651054425987,-0.11651054425987
222,0,0.121788526678441,-0.121788526678441
223,0,1.53648885821976,-1.53648885821976
224,0,2.46651081723813,-2.46651081723813
225,0.002777777777778,1.68580294099786,-1.68302516322008
226,0.019444444444444,0.223317691748022,-0.203873247303578
227,0.033333333333333,0.116022911787374,-0.082689578454041
228,0.036111111111111,0.127120912375928,-0.091009801264817
229,0.063888888888889,0.129231105001798,-0.065342216112909
230,0.116666666666667,0.179248909853789,-0.062582243187122
231,0.05,0.538626843975844,-0.488626843975844
232,0.008333333333333,1.21730593047054,-1.20897259713721
233,0,0.441787937664705,-0.441787937664705
234,0,1.17147699905702,-1.17147699905702
235,0,2.82379771735664,-2.82379771735664
236,0,2.66667722402069,-2.66667722402069
237,0,0.935080942647232,-0.935080942647232
238,0,0.376958391722685,-0.376958391722685
239,0,0.149817486538258,-0.149817486538258
240,0,0.116327066316231,-0.116327066316231
241,0,0.120089488925707,-0.120089488925707
242,0,0.134851131052735,-0.134851131052735
243,0,0.118497738478467,-0.118497738478467
244,0,0.116421594915826,-0.116421594915826
245,0,0.136726241818636,-0.136726241818636
246,0,0.121649259274157,-0.121649259274157
247,0,1.50916942113103,-1.50916942113103
248,0,1.95956388404451,-1.95956388404451
249,0.013888888888889,0.450372415104543,-0.436483526215654
250,0.058333333333333,0.426356679212486,-0.368023345879153
251,0.055555555555556,0.7869956006002,-0.731440045044644
252,0.072222222222222,0.272538941038762,-0.20031671881654
253,0.091666666666667,0.636444781633892,-0.544778114967225
254,0.091666666666667,0.553006536371578,-0.461339869704911
255,0.144444444444444,0.513680009541932,-0.369235565097488
256,0.013888888888889,0.272555058936779,-0.25866617004789
257,0,1.17610488121539,-1.17610488121539
258,0,0.74521586497617,-0.74521586497617
259,0,0.837759002349196,-0.837759002349196
260,0,0.66228399303212,-0.66228399303212
261,0,1.33803705867696,-1.33803705867696
262,0,1.16155297051547,-1.16155297051547
263,0,0.469712411204315,-0.469712411204315
264,0,0.13104380625893,-0.13104380625893
265,0,0.111978792706796,-0.111978792706796
266,0,0.136080665731643,-0.136080665731643
267,0,0.116690328079299,-0.116690328079299
268,0,0.134828178453367,-0.134828178453367
269,0,0.120139284169873,-0.120139284169873
270,0,0.128619256503202,-0.128619256503202
271,0,1.72128410427259,-1.72128410427259
272,0,1.5684355628156,-1.5684355628156
273,0.005555555555556,1.46961291917912,-1.46405736362356
274,0.011111111111111,0.786013562932089,-0.774902451820978
275,0.019444444444444,0.149818646590995,-0.130374202146551
276,0.027777777777778,0.241819571485907,-0.214041793708129
277,0.033333333333333,0.181893734670035,-0.148560401336702
278,0.019444444444444,0.176723761550883,-0.157279317106439
279,0.011111111111111,0.134756971940487,-0.123645860829376
280,0.002777777777778,0.220484634863375,-0.217706857085597
281,0,0.627361715046364,-0.627361715046364
282,0,0.815220323124163,-0.815220323124163
283,0,1.25400841733106,-1.25400841733106
284,0,2.39469102381969,-2.39469102381969
285,0,1.5325157053809,-1.5325157053809
286,0,0.624155400848373,-0.624155400848373
287,0,0.73714682304089,-0.73714682304089
288,0,0.247548727610733,-0.247548727610733
289,0,0.141555778267459,-0.141555778267459
290,0,0.129263706404479,-0.129263706404479
291,0,0.110851065574886,-0.110851065574886
292,0,0.129538089542477,-0.129538089542477
293,0,0.118412312898194,-0.118412312898194
294,0,0.127476960564198,-0.127476960564198
295,0,1.42181417549877,-1.42181417549877
296,0,1.06118430731509,-1.06118430731509
297,0.002777777777778,1.05981054722003,-1.05703276944225
298,0.025,1.31114681299218,-1.28614681299218
299,0.038888888888889,0.598599523837291,-0.559710634948402
300,0.038888888888889,0.683879700422445,-0.644990811533556
301,0.041666666666667,2.32424188951008,-2.28257522284341
302,0.027777777777778,0.650640785086056,-0.622863007308278
303,0.022222222222222,1.05777002243662,-1.0355478002144
304,0.005555555555556,1.28651399008055,-1.28095843452499
305,0,0.735553645671808,-0.735553645671808
306,0,0.786899554182856,-0.786899554182856
307,0,0.509085290945463,-0.509085290945463
308,0,1.69937436561368,-1.69937436561368
309,0,0.674741509411742,-0.674741509411742
310,0,1.53776594159563,-1.53776594159563
311,0,1.8609219652026,-1.8609219652026
312,0,0.119183711968381,-0.119183711968381
313,0,0.135496169465595,-0.135496169465595
314,0,0.110262951620535,-0.110262951620535
315,0,0.136841729148201,-0.136841729148201
316,0,0.113505459095618,-0.113505459095618
317,0,0.126652186860318,-0.126652186860318
318,0,0.126252045022404,-0.126252045022404
319,0,1.33780060179277,-1.33780060179277
320,0,0.756190551977862,-0.756190551977862
321,0.002777777777778,1.3320544068008,-1.32927662902302
322,0.030555555555556,2.80524298211905,-2.77468742656349
323,0.125,1.43491495987,-1.30991495987
324,0.102777777777778,1.86121993338485,-1.75844215560707
325,0.097222222222222,0.985850269396068,-0.888628047173846
326,0.061111111111111,0.665161985964818,-0.604050874853707
327,0.011111111111111,2.79563094476123,-2.78451983365012
328,0,1.0490900448792,-1.0490900448792
329,0,0.451019943755625,-0.451019943755625
330,0,0.793507908344137,-0.793507908344137
331,0,0.870572888120621,-0.870572888120621
332,0,1.55955584093935,-1.55955584093935
333,0,1.28415502078999,-1.28415502078999
334,0,1.03402748646523,-1.03402748646523
335,0,0.671021623158428,-0.671021623158428
336,0,0.13578687088124,-0.13578687088124
337,0,0.115226650816364,-0.115226650816364
338,0,0.132516940218069,-0.132516940218069
339,0,0.117408411679521,-0.117408411679521
340,0,0.13208010571311,-0.13208010571311
341,0,0.114968597509085,-0.114968597509085
342,0,0.13232229993253,-0.13232229993253
343,0,1.17078622765403,-1.17078622765403
344,0,1.78694461908032,-1.78694461908032
345,0.002777777777778,1.35103492190923,-1.34825714413145
346,0.011111111111111,0.147387276222186,-0.136276165111075
347,0.016666666666667,0.112132427030546,-0.095465760363879
348,0.022222222222222,0.129266988164761,-0.107044765942539
349,0.019444444444444,0.115221976189217,-0.095777531744773
350,0.019444444444444,0.138491793548846,-0.119047349104402
351,0.005555555555556,0.186188519901563,-0.180632964346007
352,0.002777777777778,0.182608025297215,-0.179830247519437
353,0,0.245007546883125,-0.245007546883125
354,0,1.32894531266852,-1.32894531266852
355,0,2.44215622636009,-2.44215622636009
356,0,4.00618505934394,-4.00618505934394
357,0,0.904633344012064,-0.904633344012064
358,0,2.56080297036323,-2.56080297036323
359,0,0.590406492291964,-0.590406492291964
360,0,0.130490083946023,-0.130490083946023
361,0,0.117902750954346,-0.117902750954346
362,0,0.124971653855002,-0.124971653855002
363,0,0.134955849700569,-0.134955849700569
364,0,0.118500856863972,-0.118500856863972
365,0,0.124872726350107,-0.124872726350107
366,0,0.124605646059987,-0.124605646059987
367,0,1.37375750456871,-1.37375750456871
368,0,2.1448288661124,-2.1448288661124
369,0.008333333333333,0.285500225443596,-0.277166892110263
370,0.030555555555556,0.129256948993886,-0.09870139343833
371,0.113888888888889,0.120368850061187,-0.006479961172298
372,0.202777777777778,0.115557664770985,0.087220113006793
373,0.155555555555556,0.135389261984336,0.02016629357122
374,0.105555555555556,0.13325017362155,-0.027694618065994
375,0.091666666666667,0.21221937477514,-0.120552708108473
376,0.030555555555556,0.120975626192264,-0.090420070636708
377,0,0.488395210293972,-0.488395210293972
378,0,0.713629471221564,-0.713629471221564
379,0,1.00353400657113,-1.00353400657113
380,0,1.38123226080579,-1.38123226080579
381,0,1.17785051025075,-1.17785051025075
382,0,1.27561617354971,-1.27561617354971
383,0,0.407246961045252,-0.407246961045252
384,0,0.162173401970513,-0.162173401970513
385,0,0.112182024706448,-0.112182024706448
386,0,0.136077971861473,-0.136077971861473
387,0,0.12019706125984,-0.12019706125984
388,0,0.127211593167397,-0.127211593167397
389,0,0.119704350466876,-0.119704350466876
390,0,0.12498985287066,-0.12498985287066
391,0,2.24852496037058,-2.24852496037058
392,0,1.78981486138905,-1.78981486138905
393,0.022222222222222,1.45866242284867,-1.43644020062645
394,0.108333333333333,0.110673746560216,-0.002340413226883
395,0.136111111111111,0.136603185315646,-0.000492074204535
396,0.111111111111111,0.129016233026512,-0.017905121915401
397,0.197222222222222,0.123914456004356,0.073307766217866
398,0.158333333333333,0.270712890166225,-0.112379556832892
399,0.105555555555556,0.512302488754857,-0.406746933199301
400,0.022222222222222,0.568251815091339,-0.546029592869117
401,0,1.15846704932524,-1.15846704932524
402,0,1.59102446910924,-1.59102446910924
403,0,1.46890046364931,-1.46890046364931
404,0,2.56513132544609,-2.56513132544609
405,0,1.31739187240232,-1.31739187240232
406,0,0.480415519000578,-0.480415519000578
407,0,0.770355361513017,-0.770355361513017
408,0,0.625813261466521,-0.625813261466521
409,0,0.120434001904082,-0.120434001904082
410,0,0.122033845372685,-0.122033845372685
411,0,0.137200262253394,-0.137200262253394
412,0,0.119696291887906,-0.119696291887906
413,0,0.116200045504274,-0.116200045504274
414,0,0.120204665600545,-0.120204665600545
415,0,1.72794370839139,-1.72794370839139
416,0,2.43289913173224,-2.43289913173224
417,0.008333333333333,0.434588361558175,-0.426255028224842
418,0.025,0.113325891577256,-0.088325891577256
419,0.058333333333333,0.126630371252127,-0.068297037918794
420,0.130555555555556,0.118079675714008,0.012475879841548
421,0.047222222222222,0.127928840313377,-0.080706618091155
422,0.036111111111111,0.119110500200006,-0.082999389088895
423,0.016666666666667,0.150198614126321,-0.133531947459654
424,0.005555555555556,0.192704251839901,-0.187148696284345
425,0,0.499413045956889,-0.499413045956889
426,0,0.8097314493285,-0.8097314493285
427,0,0.658401935455169,-0.658401935455169
428,0,1.73769630375946,-1.73769630375946
429,0,0.723132490337712,-0.723132490337712
430,0,0.867081169466892,-0.867081169466892
431,0,0.616079144129898,-0.616079144129898
432,0,0.382468218895488,-0.382468218895488
433,0,0.256014415430065,-0.256014415430065
434,0,0.111516734783973,-0.111516734783973
435,0,0.116286512417768,-0.116286512417768
436,0,0.136093392096053,-0.136093392096053
437,0,0.115277319857355,-0.115277319857355
438,0,0.134463053534261,-0.134463053534261
439,0,1.47694658916059,-1.47694658916059
440,0,1.30973113331742,-1.30973113331742
441,0.008333333333333,0.808704128360957,-0.800370795027624
442,0.030555555555556,0.128730465332478,-0.098174909776922
443,0.047222222222222,0.128987060062017,-0.081764837839795
444,0.058333333333333,0.117448606778664,-0.059115273445331
445,0.058333333333333,0.121949169363245,-0.063615836029912
446,0.038888888888889,0.134198977172475,-0.095310088283586
447,0.036111111111111,0.124916196605784,-0.088805085494673
448,0.025,0.210489190453677,-0.185489190453677
449,0,0.877573762802739,-0.877573762802739
450,0,3.18553422309827,-3.18553422309827
451,0,1.59246903055612,-1.59246903055612
452,0,1.17148338009282,-1.17148338009282
453,0,2.40304642356278,-2.40304642356278
454,0,1.47306394584261,-1.47306394584261
455,0,0.820709082731407,-0.820709082731407
456,0,0.352162869578735,-0.352162869578735
457,0,0.107904681387415,-0.107904681387415
458,0,0.116954642582585,-0.116954642582585
459,0,0.129991107433013,-0.129991107433013
460,0,0.125572839775814,-0.125572839775814
461,0,0.131781008915769,-0.131781008915769
462,0,0.126639688418042,-0.126639688418042
463,0,0.117629913184731,-0.117629913184731
464,0,0.12119921479302,-0.12119921479302
465,0.008333333333333,1.24792189077773,-1.2395885574444
466,0.044444444444444,1.34189322250637,-1.29744877806193
467,0.130555555555556,1.05990019569669,-0.929344640141134
468,0.127777777777778,5.11125837049295,-4.98348059271517
469,0.122222222222222,1.64013943368663,-1.51791721146441
470,0.066666666666667,1.99536535006197,-1.9286986833953
471,0.025,1.76444122368084,-1.73944122368084
472,0.005555555555556,0.50190216317201,-0.496346607616454
473,0,0.243606771457685,-0.243606771457685
474,0,1.49536993327414,-1.49536993327414
475,0,1.43857755382475,-1.43857755382475
476,0,1.51587866431735,-1.51587866431735
477,0,1.34239941050798,-1.34239941050798
478,0,1.09165830935316,-1.09165830935316
479,0,0.568090295353874,-0.568090295353874
480,0,0.119440798873608,-0.119440798873608
481,0,0.129629289836336,-0.129629289836336
482,0,0.125671662633602,-0.125671662633602
483,0,0.111683926944828,-0.111683926944828
484,0,0.132398301649114,-0.132398301649114
485,0,0.134976470848991,-0.134976470848991
486,0,0.109180152911642,-0.109180152911642
487,0,1.3168733621927,-1.3168733621927
488,0,0.388978516833502,-0.388978516833502
489,0.011111111111111,1.01071447063158,-0.999603359520469
490,0.027777777777778,1.66405936913114,-1.63628159135336
491,0.105555555555556,1.38286003637381,-1.27730448081825
492,0.177777777777778,2.07559419098079,-1.89781641320301
493,0.183333333333333,0.231372441562686,-0.048039108229353
494,0.122222222222222,0.200214008920996,-0.077991786698774
495,0.083333333333333,0.525536581450227,-0.442203248116894
496,0.019444444444444,1.36074413602746,-1.34129969158302
497,0,1.20474219729546,-1.20474219729546
498,0,0.727016128668431,-0.727016128668431
499,0,1.31971170800703,-1.31971170800703
500,0,1.47847719175514,-1.47847719175514
501,0,1.12807418320025,-1.12807418320025
502,0,1.08104348025169,-1.08104348025169
503,0,0.386438798209508,-0.386438798209508
504,0,0.120425501197791,-0.120425501197791
505,0,0.118170533302203,-0.118170533302203
506,0,0.129098818621676,-0.129098818621676
507,0,0.129986202872724,-0.129986202872724
508,0,0.120761793480078,-0.120761793480078
509,0,0.114445363905473,-0.114445363905473
510,0,0.137675626776113,-0.137675626776113
511,0,1.5668668907656,-1.5668668907656
512,0,1.74343084843596,-1.74343084843596
513,0.036111111111111,0.25721407392321,-0.221102962812099
514,0.127777777777778,0.117358432204816,0.010419345572962
515,0.202777777777778,0.134637410848455,0.068140366929323
516,0.244444444444444,0.115763802487786,0.128680641956658
517,0.241666666666667,0.125368970861622,0.116297695805045
518,0.2,0.436224150720653,-0.236224150720653
519,0.122222222222222,0.481454711827291,-0.359232489605069
520,0.033333333333333,0.182503657213707,-0.149170323880374
521,0,0.548668508880513,-0.548668508880513
522,0,1.5256791230862,-1.5256791230862
523,0,1.18723046725943,-1.18723046725943
524,0,2.4960808149622,-2.4960808149622
525,0,1.63770310242236,-1.63770310242236
526,0,1.43673899725676,-1.43673899725676
527,0,1.89142804401829,-1.89142804401829
528,0,0.127329989748396,-0.127329989748396
529,0,0.125704690893943,-0.125704690893943
530,0,0.120767016563054,-0.120767016563054
531,0,0.117514082071772,-0.117514082071772
532,0,0.134189199167851,-0.134189199167851
533,0,0.11396337583012,-0.11396337583012
534,0,0.132767875897344,-0.132767875897344
535,0,2.09423185574954,-2.09423185574954
536,0,1.31338476168027,-1.31338476168027
537,0.022222222222222,0.422370273876514,-0.400148051654292
538,0.066666666666667,0.107901109680227,-0.04123444301356
539,0.108333333333333,0.122684959730623,-0.01435162639729
540,0.111111111111111,0.130887836038711,-0.0197767249276
541,0.111111111111111,0.110709653664729,0.000401457446382
542,0.077777777777778,0.135773949975557,-0.057996172197779
543,0.041666666666667,0.186633671225545,-0.144967004558878
544,0.013888888888889,0.140536699016143,-0.126647810127254
545,0,0.713990131193572,-0.713990131193572
546,0,2.37287112813447,-2.37287112813447
547,0,2.32225651170104,-2.32225651170104
548,0,1.63959757977389,-1.63959757977389
549,0,1.33149408564288,-1.33149408564288
550,0,0.702695487838686,-0.702695487838686
551,0,1.23895433071172,-1.23895433071172
552,0,0.934072320360657,-0.934072320360657
553,0,0.122876444114305,-0.122876444114305
554,0,0.129434091019421,-0.129434091019421
555,0,0.118463591715355,-0.118463591715355
556,0,0.139040058265524,-0.139040058265524
557,0,0.110997875818803,-0.110997875818803
558,0,0.134744136868548,-0.134744136868548
559,0,0.379953840665799,-0.379953840665799
560,0,1.59214587153191,-1.59214587153191
561,0.005555555555556,1.0006244818078,-0.995068926252245
562,0.025,0.712201294761725,-0.687201294761725
563,0.036111111111111,0.275120923741727,-0.239009812630616
564,0.083333333333333,0.436263791656964,-0.352930458323631
565,0.175,0.392934861758256,-0.217934861758256
566,0.219444444444444,0.154186141006081,0.065258303438363
567,0.136111111111111,0.155211379865668,-0.019100268754557
568,0.044444444444444,0.120316511463293,-0.075872067018849
569,0,0.214813170277016,-0.214813170277016
570,0,0.80239002395688,-0.80239002395688
571,0,0.563333196632325,-0.563333196632325
572,0,0.781931736803817,-0.781931736803817
573,0,0.963628674109519,-0.963628674109519
574,0,1.21274594627594,-1.21274594627594
575,0,0.582540641820396,-0.582540641820396
576,0,0.303691877900999,-0.303691877900999
577,0,0.126602960396197,-0.126602960396197
578,0,0.127045434366728,-0.127045434366728
579,0,0.125530868844918,-0.125530868844918
580,0,0.113683749682296,-0.113683749682296
581,0,0.125385645247092,-0.125385645247092
582,0,0.137683679477676,-0.137683679477676
583,0,1.65774566672714,-1.65774566672714
584,0.002777777777778,2.13703618308305,-2.13425840530527
585,0.025,1.96005715592839,-1.93505715592839
586,0.061111111111111,0.176273461555441,-0.11516235044433
587,0.080555555555556,0.166796297033951,-0.086240741478396
588,0.169444444444444,0.256800784522567,-0.087356340078123
589,0.166666666666667,0.25376776096725,-0.087101094300583
590,0.202777777777778,0.512508011919829,-0.309730234142051
591,0.122222222222222,0.376854194877361,-0.254631972655139
592,0.027777777777778,0.224746411742743,-0.196968633964965
593,0.002777777777778,0.166677518446362,-0.163899740668584
594,0,0.54142943596185,-0.54142943596185
595,0,0.832578692124499,-0.832578692124499
596,0,1.21285894943046,-1.21285894943046
597,0,0.531051474039091,-0.531051474039091
598,0,0.641972360681405,-0.641972360681405
599,0,0.468728013732611,-0.468728013732611
600,0,0.117463589860015,-0.117463589860015
601,0,0.131870485266932,-0.131870485266932
602,0,0.109700180036624,-0.109700180036624
603,0,0.120879399724165,-0.120879399724165
604,0,0.137559591413134,-0.137559591413134
605,0,0.109802549026242,-0.109802549026242
606,0,0.140641352878203,-0.140641352878203
607,0,1.34563914961541,-1.34563914961541
608,0,1.67681132371732,-1.67681132371732
609,0.002777777777778,1.47168618724628,-1.4689084094685
610,0.011111111111111,0.160373979802342,-0.149262868691231
611,0.016666666666667,0.191752747963871,-0.175086081297204
